eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85165436795,10.1017/pds.2023.357,S2732527X23003577,,TOWARD A HUMAN SYSTEMS INTEGRATION APPROACH TO THE DESIGN AND OPERATION OF A REMOTE AND VIRTUAL AIR TRAFFIC CONTROL CENTER,cp,Conference Paper,Disdier A.,60106017;60102125;100627233,Université Paris-Saclay;Université de Bordeaux;CS GROUP-FRANCE,Gif-sur-Yvette;Bordeaux;Le Plessis-Robinson,France;France;France,5,"Disdier, Alexandre;Masson, Dimitri;Brethomé, Thomas;Jankovic, Marija;Boy, Guy André",58499821600;36194991200;58500383600;36908829100;6603717509,60106017-60102125-100627233;60102125;100627233;60106017;60106017-60102125,2023-01-01,2023,Proceedings of the Design Society,,21101062800,2732527X,Conference Proceeding,3,,,3561-3570,"Remote and virtual centers have been studied for the past twenty years as an alternative to the traditional air traffic control tower environment. Designing such complex sociotechnical systems requires a systems engineering approach that appropriately integrates the human element as well as the technological and organizational components. In this paper, we identify the challenges of implementing this human-systems integration in the design of complex systems. We present the feedback we obtained from a series of semi-structured interviews with people involved in the development of military air traffic solutions. The participants' responses helped us establish methodological guidelines for designing and building a disruptive remote and virtual air traffic control center. We discuss how virtualized human- in-the-loop simulations in particular should help designers analyze user activity and be more flexible in system acquisition.",Human Systems Integration | Participatory design | Remote tower operations | Simulation | User centred design,0,1,publisherhybridgold,Hybrid Gold,,undefined,
2-s2.0-85165427960,10.1017/pds.2023.275,S2732527X23002754,,MULTI-INTERNAL ACTORS DIAGNOSIS OF CIRCULAR ECONOMY IN AN INDUSTRIAL SME,cp,Conference Paper,Gentric G.,60276635;60206579;60106017;129979512,Laboratoire Interdisciplinaire des Sciences du Numérique;ERPI (Équipe de Recherche sur les Processus Innovatifs);Université Paris-Saclay;Style &amp; Design,Orsay;Nancy;Gif-sur-Yvette;,France;France;France;,5,"Gentric, Gabrielle;Cluzel, François;Boccara, Vincent;Boudaoud, Hakim;Gonzalo, Julien",58500014600;55099201800;36105803200;24070061100;58499825400,60106017-129979512;60106017;60276635;60206579;129979512,2023-01-01,2023,Proceedings of the Design Society,,21101062800,2732527X,Conference Proceeding,3,,,2745-2754,"In big companies, Circular Economy (CE) is being explored, nevertheless, Small and Medium-sized Enterprises (SMEs) struggle to follow because of particular barriers and a lack of practical guide. Here, we use Style & Design, a French industrial SME, as a case study to explore how SMEs can perform a successful CE integration. This article aims at proposing a multi-internal actor circularity diagnosis method. It focuses on building an inclusive and co-constructed therefore well-accepted and persistent integration of CE for SMEs, which is lacking today in the existing literature. This work relies on a mixed qualitative and quantitative data analysis applied on a corpus of 42 one-hour-long semi-structured interviews, with 37 different professions. We capture the view of the current and desired situation and identify CE barriers unique to each interviewed worker. We also connect with each worker and open the dialog for the rest of the CE deployment. The final goal is to assemble this worker-oriented diagnosis with quantitative diagnosis, like Life Cycle Analysis of the products and Material Flow Analysis of the factory, to diagnose a complete picture of an industrial SME circularity.",Circular economy | Collaborative design | Diagnosis | Participatory design | SME,0,1,publisherhybridgold,Hybrid Gold,,undefined,
2-s2.0-85165427096,10.1017/pds.2023.311,S2732527X23003115,,RETROSPECTIVE CODING OF THE UX DESIGN PROCESS FOR UX DESIGN ENHANCEMENT IN DESIGN AGENCIES,cp,Conference Paper,Dabouis B.,60276635;60106017;129979031,Laboratoire Interdisciplinaire des Sciences du Numérique;Université Paris-Saclay;Style &amp; Design,Orsay;Gif-sur-Yvette;,France;France;France,3,"Dabouis, Benoît;Boccara, Vincent;Yannou, Bernard",58499268100;36105803200;6602469780,129979031-60276635-60106017;60276635;60106017,2023-01-01,2023,Proceedings of the Design Society,,21101062800,2732527X,Conference Proceeding,3,,,3105-3114,"User Experience is becoming an increasing centre of interest both in the academic and industrial worlds. Design agencies are no strangers to this phenomenon and are willing to shift from product-oriented design toward user experience design. However, their design process is often loose which may explain a lack of final UX quality or proof of quality, and does not allow to diagnose misuses and improvement opportunities due to a lack of UX formulation and traceability. We propose in this paper to retrospectively represent a design project and its specified, designed and validated UX, in the perspective to conduct a posterior collective diagnosis of UX design in a design agency. The proposed representation model is used to analyse one design project. Results show that only a few UX traces are found in the presented project, and that many dimensions are not considered (like perceptions or affects). Finally, we discuss the next steps of this tool's deployment to create a shared mental model of the design process among the design players.",Design practice | Design process | Experience design | Process representation model,0,1,publisherhybridgold,Hybrid Gold,,undefined,
2-s2.0-85163550211,,,,Digital Twins for Supply Chains: Current Outlook and Future Challenges,cp,Conference Paper,Lugaresi G.,60106066,Laboratoire Génie Industriel,Chatenay-Malabry,France,3,"Lugaresi, Giovanni;Jemai, Ziad;Sahin, Evren",57195806074;6507811827;15842692700,60106066;60106066;60106066,2023-01-01,2023,"Proceedings - European Council for Modelling and Simulation, ECMS",25222414,21100901430,,Conference Proceeding,2023-June,,,451-456,"The growing complexity of worldwide supply chain networks, together with the increased occurrence of disruptive events stress the need for a focused introduction of digital support tools. Digital twins have encountered an increased interest from both industry and research for their capability to provide useful services in the short term. The number of contributions on digital twin-based methodologies for system design and production planning and control experienced a significant increase, while applications to supply chain management remain scarce. However, the recent investments in digitization and the concrete need for short-term planning capabilities mean digital twins can effectively aid enterprises in the management of their value chains. This paper provides an overview of the existing contributions regarding digital twins for supply chains, and gathers useful insights on both the current level of development and the future research challenges.",Digital twins | inventory management | literature review | supply chains,0,0,,,,undefined,
2-s2.0-85163409968,10.1007/978-3-031-34020-8_12,,,Condition-Based Maintenance Optimization Under Large Action Space with Deep Reinforcement Learning Method,cp,Conference Paper,Bi P.,60106017,Université Paris-Saclay,Gif-sur-Yvette,France,4,"Bi, Peng;Fang, Yi Ping;Roux, Matthieu;Barros, Anne",58394465500;55659850100;58348323400;7102745133,60106017;60106017;60106017;60106017,2023-01-01,2023,Communications in Computer and Information Science,18650929,17700155007,18650937,Book Series,1824 CCIS,,,161-172,"Effective maintenance is essential in keeping industrial systems running and avoiding failure. Condition-based maintenance (CBM) leverages the current degradation condition of the studied object to optimize future maintenance interventions. CBM optimization problems are complex for multi-component systems, facing the issue of the curse of dimensionality brought by the increase in the number of components. Reinforcement learning provides a promising perspective to overcome the issue. In this paper, we studied CBM optimization for a multi-component system in which the components degrade subject to the gamma process independently. We considered multiple maintenance choices for individual components, leading to a large combinatorial action space. In this case, traditional deep reinforcement learning algorithms like DQN may struggle to face the inefficiency of exploration. Instead, we propose exploiting Branching Dueling Q-network (BDQ), which incorporates the action branching architecture into DQN to drastically decrease the number of estimated actions. We trained a learning agent to minimize the expected cost for a long time horizon by taking maintenance actions according to the observed exact degrading signal for each component. We compared the policy learned by the agent with some other pre-defined static policies. The numerical results demonstrate the effectiveness of the learning algorithm and its potential for application in systems with more complex structures.",Branching Dueling Q-Network | Condition-based maintenance | Deep Reinforcement learning | Optimal maintenance planning,0,0,,,,undefined,
2-s2.0-85161379166,10.1111/twec.13427,,,Trade sanctions and international market integration: Evidence from the sanctions on Iranian methanol exports,ar,Article,Massol O.,60222522;60106017;60025704;60006317;120186174,"Facultat d'Economia i Empresa;Université Paris-Saclay;City, University of London;IFP Energies nouvelles;The French Institute for International and Strategic Affairs",Barcelona;Gif-sur-Yvette;London;Rueil-Malmaison;Paris,Spain;France;United Kingdom;France;France,3,"Massol, Olivier;Hache, Emmanuel;Banal-Estañol, Albert",35796032000;37080740300;23090170000,60006317-60025704-60106017;60006317-120186174;60025704-60222522,2023-01-01,2023,World Economy,03785920,23594,14679701,Journal,,,,,"This paper examines the impact of trade sanctions, imposed against large exporting nations, on the degree of spatial integration achieved between non-sanctioned importing markets. The analysis is conducted under a parity bounds framework based on Negassa and Myers (American Journal of Agricultural Economics, 89, 2007, 338). We apply this model to investigate the effects of the 2012–2016 sanctions against Iran's petrochemical exports on the main importing markets in Asia and we use it to measure the degrees of spatial integration attained outside and during the sanction period. Our findings document a complete reconfiguration of the spatial extent of the methanol markets. Outside of the sanction period, a high degree of market integration was achieved among the main Asian markets. In contrast, we observe the emergence of two little integrated market areas, China and India on one side and South Korea and South-East Asia on the other, when sanctions are imposed.",Iran | law of one price | market integration | methanol | sanctions,0,1,repositoryam,Green,,undefined,
2-s2.0-85159894449,10.1111/itor.13319,,,A blockchain-based framework to optimize shipping container flows in the hinterland,ar,Article,Mhiri M.,60196726;60106017;60072749;60032545,College of Business and Economics;Université Paris-Saclay;Qatar University;EM Normandie,Doha;Gif-sur-Yvette;Doha;Le Havre,Qatar;France;Qatar;France,5,"Mhiri, Mariem;Al-Yafi, Karim;Legros, Benjamin;Jouini, Oualid;Haouari, Mohamed",57226790798;35104266200;55819341000;18535501100;6603727637,60072749;60196726;60032545;60106017;60072749,2023-01-01,2023,International Transactions in Operational Research,09696016,9700153238,14753995,Journal,,,,,"We address two interrelated issues affecting the hinterland portion of the maritime container supply chain: reducing the movement of empty containers and reducing empty trips by trucks carrying these containers. In this paper, we show that empty container flow optimization can be implemented via a blockchain based on the proof-of-useful-work concept where the proof of work requires the solution of an (Formula presented.) -hard optimization problem whose solution benefits the blockchain participants. Accordingly, we propose that anonymous miners compete to solve the container truck routing problem, which seeks to find the most efficient routes for trucks. We show that this problem is (Formula presented.) -hard. Miners must also solve the problem of optimally matching consignees and shippers, which will reduce transportation and storage costs for empty containers. In essence, the proposed framework turns blockchain into a massive optimization engine that directly benefits the hinterland container supply chain ecosystem.",blockchain | container supply chain | prize collecting vehicle routing problem | proof of useful work,1,1,publisherhybridgold,Hybrid Gold,QNRF,NPRP11C‐1229‐170007,Qatar National Research Fund
2-s2.0-85159268084,10.1080/03043797.2023.2212248,,,Tools to help teachers and designers complete individual tasks when co-designing industrial engineering games–Application to the design of an innovation management game,ar,Article,Ma Y.,60196608;60106017;60028891,l’Institut de Recherche Technologique (IRT) SystemX;Université Paris-Saclay;Chang'an University,Palaiseau;Gif-sur-Yvette;Xi'an,France;France;China,4,"Ma, Yiming;Vallet, Flore;Yannou, Bernard;Cluzel, François",57215041586;54923013200;6602469780;55099201800,60028891-60106017;60106017-60196608;60106017;60106017,2023-01-01,2023,European Journal of Engineering Education,03043797,11300153314,14695898,Journal,48,6,,1229-1248,"Serious games (SGs) offer an engaging format for teaching industrial engineering (IE) methodologies. IE methodologies involve people following a process in a set of conditions to design, improve and install systems, which are easily scripted into gameplay. The scholarship has proposed co-design approaches for teachers and SG designers. However, teachers are not always ready to engage, and designers can readily create SG elements rapidly alone. We propose a co-design framework to distinguish their roles and four tools for them to better embed relevant expertise in the SG design process. A first tool is a domain decomposition model, which helps teachers create the knowledge repository for an IE methodology. Then, a specification vector is provided to define clear learning objectives. The third tool is a mapping table that inspires designers building gaming elements based on the learning objectives. The final tool is a verification table that helps check whether the learning experience offered by a SG is aligned with its learning objectives. A game on innovation management was designed that adopts the co-design framework. It was tested in three sessions with 23 players, resulting in a playful learning experience.",co-design | industrial engineering methodologies | learning objectives | Serious games,0,0,,,,undefined,
2-s2.0-85151498277,10.1109/ISGT51731.2023.10066340,,,Restoration Modeling and Optimization of Hybrid Overhead-Underground Power Distribution Systems,cp,Conference Paper,Belaid Y.N.,60106017;60029873,Université Paris-Saclay;Electricité de France,Gif-sur-Yvette;Paris,France;France,5,"Belaid, Youba Nait;Fang, Yiping;Zeng, Zhiguo;Coudray, Patrick;Barros, Anne",57224087723;55659850100;55348807500;57224084974;7102745133,60106017-60029873;60029873;60029873;60106017;60029873,2023-01-01,2023,"2023 IEEE Power and Energy Society Innovative Smart Grid Technologies Conference, ISGT 2023",,21101144491,,Conference Proceeding,,,,,"Disaster awareness increased in recent years among power system stakeholders to face many natural, technical, and malicious adversities. The smart distribution grid (SDG) is thereby at the core of proposed system enhancements, due to its high fragility as well as being the interface to most newly intro-duced grid applications (distributed energy resources, electrical vehicles, industrial Internet-of- Things, etc.). The SDG can be characterized by the type of lines composing the feeders (over-head and/or underground) and deployed intelligent electronic devices (IED) that allow efficient monitoring, protection, and control of the system. This paper proposes an optimization formulation to enhance the resilience of overhead and underground networks, while considering the coupling between power grid operation and the communicating remote-controlled switches (RCS). Novel radiality constraints are introduced to guarantee the tree structure during operation. Results from testing the model in a real network show the validity of proposed radiality constraints and quantify the gap in terms of achieved resilience between full overhead and hybrid overhead-underground networks.",Communication | Optimization | Overhead and Under-ground Networks | Radiality | Resilience | Smart Grid,0,0,,,,undefined,
2-s2.0-85146018833,10.3390/math11010017,,,A Partition-Based Random Search Method for Multimodal Optimization,ar,Article,Lin Z.,60106017;60025084;60023256,Université Paris-Saclay;Shanghai Jiao Tong University;Politecnico di Milano,Gif-sur-Yvette;Shanghai;Milan,France;China;Italy,4,"Lin, Ziwei;Matta, Andrea;Du, Sichang;Sahin, Evren",57193485652;22958611800;14038925100;15842692700,60023256;60023256;60025084;60106017,2023-01-01,January 2023,Mathematics,,21100830702,22277390,Journal,11,1,17,,"Practical optimization problems are often too complex to be formulated exactly. Knowing multiple good alternatives can help decision-makers easily switch solutions when needed, such as when faced with unforeseen constraints. A multimodal optimization task aims to find multiple global optima as well as high-quality local optima of an optimization problem. Evolutionary algorithms with niching techniques are commonly used for such problems, where a rough estimate of the optima number is required to determine the population size. In this paper, a partition-based random search method is proposed, in which the entire feasible domain is partitioned into smaller and smaller subregions iteratively. Promising regions are partitioned faster than unpromising regions, thus, promising areas will be exploited earlier than unpromising areas. All promising areas are exploited in parallel, which allows multiple good solutions to be found in a single run. The proposed method does not require prior knowledge about the optima number and it is not sensitive to the distance parameter. By cooperating with local search to refine the obtained solutions, the proposed method demonstrates good performance in many benchmark functions with multiple global optima. In addition, in problems with numerous local optima, high-quality local optima are captured earlier than low-quality local optima.",multimodal optimization | multiple optima | niching | partition-based random search,2,1,repositoryvor,Green,NSFC,52275499,National Natural Science Foundation of China
2-s2.0-85143277954,10.1080/00207543.2022.2150908,,,Analysis and optimisation of periodic inventory models for perishable items with a general lifetime,ar,Article,Khalifa F.B.,60106017;60060524;60022080,"Université Paris-Saclay;Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis;ESSCA School of Management",Gif-sur-Yvette;Tunis;Angers,France;Tunisia;France,4,"Khalifa, Fatma Ben;Kouki, Chaaben;Safra, Imen;Jemai, Zied",57266455900;36675249700;57209024600;6507811827,60060524;60022080;60060524;60060524-60106017,2023-01-01,2023,International Journal of Production Research,00207543,27656,1366588X,Journal,61,21,,7483-7501,"We considered two periodic review perishable inventory systems. The first system is controlled by a periodic review (Formula presented.) policy, where orders are triggered at each review period (Formula presented.) and when the stock is less than (Formula presented.). The second one is controlled by a periodic review (Formula presented.) policy, where orders are triggered only if the stock level is below (Formula presented.). For both models, the lifetime of each product was assumed to follow a general distribution, whereas the lead time was constant. The demands followed a Poisson process, and all unsatisfied demand was lost. Using an approximate solution of the steady-state probabilities of the inventory level, we obtained a closed form of cost expression. Next, we conducted a simulation study to identify our solution accuracy. Finally, we performed a sensitivity analysis to evaluate the effect of the lifetime variation and cost parameters on the best policy and its cost. The obtained results were close to those of the optimal policy with an average accuracy of 3.7% for the periodic review (Formula presented.) policy and 3.8% for the periodic review (Formula presented.) policy. For the worst cases, where the accuracy is higher than 7%, we provided an analytical approach to improve the system accuracy.",analytical models | general lifetime | Markov process | periodic review | periodic review | Perishable items,0,0,,,,undefined,
2-s2.0-85141134865,10.1080/24725854.2022.2125602,,,Remaining useful life prediction with imprecise observations: An interval particle filtering approach,ar,Article,Xiahou T.,60106017;60005465,Université Paris-Saclay;University of Electronic Science and Technology of China,Gif-sur-Yvette;Chengdu,France;China,4,"Xiahou, Tangfan;Liu, Yu;Zeng, Zhiguo;Wu, Muchen",57202959803;57116628700;55348807500;57812856400,60005465;60005465;60106017;60005465,2023-01-01,2023,IISE Transactions,24725854,21100794597,24725862,Journal,55,11,,1075-1090,"Particle Filtering (PF) has been widely used for predicting Remaining Useful Life (RUL) of industrial products, especially for those with nonlinear degradation behavior and non-Gaussian noise. Traditional PF is a recursive Bayesian filtering framework that updates the posterior probability density function of RULs when new observation data become available. In engineering practice, due to the limited accuracy of monitoring/inspection techniques, the observation data available for PF are inevitably imprecise and often need to be treated as interval data. In this article, a novel Interval Particle Filtering (IPF) approach is proposed to effectively leverage such interval-valued observations for RUL prediction. The IPF is built on three pillars: (i) an interval contractor that mitigates the error explosion problem when the epistemic uncertainty in the interval-valued observation data is propagated; (ii) an interval intersection method for constructing the likelihood function based on the interval observation data; and (iii) an interval kernel smoothing algorithm for estimating the unknown parameters in the IPF. The developed methods are applied on the interval-valued capacity data of batteries and fatigue crack growth data of railroad tracks. The results demonstrate that the developed methods could improve the performance of RUL predictions based on interval observation data.",epistemic uncertainty | imprecise observation | interval kernel smoothing | Interval particle filtering | remaining useful life,4,0,,,,undefined,
2-s2.0-85138112493,10.1080/24725854.2022.2062627,,,Selective maintenance and inspection optimization for partially observable systems: An interactively sequential decision framework,ar,Article,Liu Y.,60106017;60005465,Université Paris-Saclay;University of Electronic Science and Technology of China,Gif-sur-Yvette;Chengdu,France;China,4,"Liu, Yu;Gao, Jian;Jiang, Tao;Zeng, Zhiguo",57116628700;58109837800;57020612600;55348807500,60005465;60005465;60005465;60106017,2023-01-01,2023,IISE Transactions,24725854,21100794597,24725862,Journal,55,5,,463-479,"Selective maintenance is an important condition-based maintenance strategy for multi-component systems, where optimal maintenance actions are identified to maximize the success likelihood of subsequent missions. Most of the existing works on selective maintenance assumed that after each mission, the components’ states can be precisely known without additional efforts. In engineering scenarios, the states of the components in a system need to be revealed by inspections that are usually inaccurate. Inspection activities also consume the limited resources shared with maintenance activities. We, thus, put forth a novel decision framework for selective maintenance of partially observable systems with which maintenance and inspection activities will be scheduled in a holistic and interactively sequential manner. As the components’ states are partially observable and the remaining resources are fully observable, we formulate a finite-horizon Mixed Observability Markov Decision Process (MOMDP) model to support the optimization. In the MOMDP model, both maintenance and inspection actions can be interactively and sequentially planned based on the distributions of components’ states and the remaining resources. To improve the solution efficiency of the MOMDP model, we customize a Deep Value Network (DVN) algorithm in which the maximum mission success probability is approximated. A five-component system and a real-world multi-state coal transportation system are used to demonstrate the effectiveness of the proposed method. It is shown that the probability of the system successfully completing the next mission can be significantly increased by taking inspections into account. The results also demonstrate the computational efficiency of the customized DVN algorithm.",deep reinforcement learning | deep value network | inspection strategy | interactively sequential decision | partially observable systems | Selective maintenance,12,0,,,NSFC,71922006,National Natural Science Foundation of China
2-s2.0-85127107980,10.1080/00207543.2021.2010143,,,A supply chain flow model to assess agility in supply chains,ar,Article,Boubaker S.,60106017,Université Paris-Saclay,Gif-sur-Yvette,France,4,"Boubaker, Selmen;Jemai, Zied;Sahin, Evren;Dallery, Yves",57201740805;6507811827;15842692700;7003389028,60106017;60106017;60106017;60106017,2023-01-01,2023,International Journal of Production Research,00207543,27656,1366588X,Journal,61,2,,485-502,"This paper addresses the relevant topic of supply chain agility. Our work proposes a quantitative approach to evaluate and improve agility, in the context of a serial end-to-end supply chain. We define a metric to assess the agility of a supply chain. Then, we develop a supply chain flow model that integrates various parameters related to physical and information/decision flows such as production and logistics/transportation capacities and lead times, frozen planning horizons, target stocks … This flow model is then used to simulate the supply chain information and physical flows in the nominal mode and when a situation needing agility happens. The model enables to calculate the agility metric when no action is done as well as in situations where the use of some agility levers is considered. A numerical study is presented allowing to illustrate the model developed in this work. We also discuss some interesting insights we have obtained from real-life applications of our model.",Agility | inventory management | operations management | simulation | supply chain dynamics | supply chain risk management,2,0,,,,undefined,
2-s2.0-85120159246,10.1016/j.ejor.2021.10.062,S0377221721009255,,An optimization model for planning testing and control strategies to limit the spread of a pandemic – The case of COVID-19,ar,Article,Abdin A.F.,60176142;60106017;60030506;60023256;127310613,University of Edinburgh Business School;Université Paris-Saclay;Mines Paris - PSL;Politecnico di Milano;Chair on Risk and Resilience of Complex Systems,Edinburgh;Gif-sur-Yvette;Paris;Milan;,United Kingdom;France;France;Italy;,6,"Abdin, Adam F.;Fang, Yi Ping;Caunhye, Aakil;Alem, Douglas;Barros, Anne;Zio, Enrico",57224782100;55659850100;37664713800;25627083700;7102745133;7005289082,60106017;60106017-127310613;60176142;60176142;60106017-127310613;60030506-60023256,2023-01-01,1 January 2023,European Journal of Operational Research,03772217,22489,,Journal,304,1,,308-324,"The global health crisis caused by the coronavirus SARS-CoV-2 has highlighted the importance of efficient disease detection and control strategies for minimizing the number of infections and deaths in the population and halting the spread of the pandemic. Countries have shown different preparedness levels for promptly implementing disease detection strategies, via mass testing and isolation of identified cases, which led to a largely varying impact of the outbreak on the populations and health-care systems. In this paper, we propose a new pandemic resource allocation model for allocating limited disease detection and control resources, in particular testing capacities, in order to limit the spread of a pandemic. The proposed model is a novel epidemiological compartmental model formulated as a non-linear programming model that is suitable to address the inherent non-linearity of an infectious disease progression within the population. A number of novel features are implemented in the model to take into account important disease characteristics, such as asymptomatic infection and the distinct risk levels of infection within different segments of the population. Moreover, a method is proposed to estimate the vulnerability level of the different communities impacted by the pandemic and to explicitly consider equity in the resource allocation problem. The model is validated against real data for a case study of COVID-19 outbreak in France and our results provide various insights on the optimal testing intervention time and level, and the impact of the optimal allocation of testing resources on the spread of the disease among regions. The results confirm the significance of the proposed modeling framework for informing policymakers on the best preparedness strategies against future infectious disease outbreaks.",(S) decision support systems | COVID-19 | Disaster preparedness | Non-linear programming | Pandemic control,13,1,repositoryam,Green,,undefined,
2-s2.0-85170835721,10.1007/s43615-022-00160-2,,,"Nexus Between Life Cycle Assessment, Circularity and Sustainability Indicators—Part II: Experimentations",ar,Article,Saidani M.,60106017;60011373;60000745,Université Paris-Saclay;Technical University of Denmark;University of Illinois Urbana-Champaign,Gif-sur-Yvette;Lyngby;Urbana,France;Denmark;United States,6,"Saidani, Michael;Cluzel, François;Leroy, Yann;Pigosso, Daniela;Kravchenko, Mariia;Kim, Harrison",57190437409;55099201800;55860799691;34979361600;57209285811;8445320100,60000745-60106017;60106017;60106017;60011373;60011373;60000745,2022-12-01,December 2022,Circular Economy and Sustainability,2730597X,21101176928,27305988,Journal,2,4,,1399-1424,"Considering the growing number of metrics and indicators to assess the circular economy transition, it is paramount to shed light on how they complement and differ from traditional approaches, such as life cycle assessment or sustainability performance indicators. This study provides new empirical insights on the correlation between life cycle assessment, circularity, and sustainability indicator-based approaches to design circular and sustainable products. Specifically, the importance lies in analyzing how the results generated by these different approaches can be used to support the design of products that are not only circular but also sustainable. A practice-based project, involving over 175 engineering students over two consecutive academic years, is conducted with the purpose of comparing and improving the circularity and sustainability performance of three product alternatives of lawn mowing systems (gasoline, electric, autonomous). Notably, the following resources are deployed: 18 midpoints environmental indicators calculated by life cycle assessment, nine product circularity indicators, and numerous leading sustainability indicators. Critical analyses on the usability, time efficiency, scientific soundness, and robustness of each approach are drawn, combining quantitative results generated by each group with the feedback of future engineers. Last but not least, the developed workshop could be reused or adapted to train further the designers, engineers, and managers of tomorrow in deploying life cycle, circularity, and/or sustainability-indicator-based approaches to make more informed and sustainable decisions, e.g., between design trade-offs.",Circularity indicators | Correlation | Engineering students | Life cycle assessment | Sustainability indicators | Sustainable design | Workshop,5,1,publisherfree2read,Bronze,,undefined,
2-s2.0-85144834127,10.3390/su142416796,,,Modelling the Returnable Transport Items (RTI) Short-Term Planning Problem,ar,Article,Lakhmi N.,60106017,Université Paris-Saclay,Gif-sur-Yvette,France,3,"Lakhmi, Najoua;Sahin, Evren;Dallery, Yves",57214672713;15842692700;7003389028,60106017;60106017;60106017,2022-12-01,December 2022,Sustainability (Switzerland),,21100240100,20711050,Journal,14,24,16796,,"Returnable transport items (RTI) are used for the handling and transportation of products in the supply chain. Examples of RTIs include plastic polyboxes, stillages or pallets. We consider a network where RTIs are used by multiple suppliers to deliver parts packed in RTIs to multiple customers. We address the short-term planning of empty-RTI flows (i.e., reverse flows) which consists of optimizing the transportation routes used to return empty RTIs from customers to suppliers. A transportation route consists of one or several trucks traveling from a customer to a supplier at a given frequency. The RTI short-term planning problem is critical because it impacts the continuity of loaded-RTI flows and affects the transportation and shortage costs of empty RTIs incurred at the very-short-term. We study a heterogeneous fleet of automotive parts RTIs, under two configurations: pool RTIs, which are standard RTIs shared between suppliers, and dedicated RTIs that are specific to each supplier. To solve the short-term planning problem, we develop a two-step approach using mixed-integer linear programming (MILP) and a greedy heuristic. For pool RTIs, our models enable a reduction of 30% in the number of trucks used and 20% in the distance traveled. Furthermore, if dedicated and pool RTIs are jointly planned, this would enable a 9% gain in terms of transportation costs.",automotive industry | greedy heuristic | MILP | optimization | returnable transportation item | reverse logistics | supply chain management,0,1,publisherfullgold,Gold,,undefined,
2-s2.0-85144185585,10.1109/TR.2021.3087531,,,Measuring Conflicts of Multisource Imprecise Information in Multistate System Reliability Assessment,ar,Article,Xiahou T.,60106017;60005465,Université Paris-Saclay;University of Electronic Science and Technology of China,Gif-sur-Yvette;Chengdu,France;China,4,"Xiahou, Tangfan;Zeng, Zhiguo;Liu, Yu;Huang, Hong Zhong",57202959803;55348807500;57116628700;9744861000,60005465;60106017;60005465;60005465,2022-12-01,1 December 2022,IEEE Transactions on Reliability,00189529,17387,15581721,Journal,71,4,,1417-1434,"In engineering scenarios, expert judgments play an essential role in reliability assessment, especially for those systems with few historical data. To achieve a rational result, experts from different areas should be involved, and the uncertainties in their assessments should be properly addressed. Such information is often referred to as multisource imprecise information (MSII) and might contain high degree of conflicts, as different experts usually have different expertise and knowledge. Properly quantifying the conflicts among the MSII, then, becomes a critical issue, as the subsequent processing of MSII (e.g., combination and calibration), depends on the degree of conflict in the MSII. To this end, a new conflict measure is put forth based on the Dempster-Shafer theory (DST) to quantify and visualize the conflict in the MSII from a group of experts. In the first place, the MSII from each expert is used to construct the basic belief assignment (BBA) of the reliability estimates for the corresponding expert under the DST. A 2-D conflict measure, which combines the conflict factor and Jousselme distance in DST, is, then, proposed to measure the conflict between the experts' BBAs. The conflict is quantified from two perspectives, viz., mutual conflict and total conflict. Finally, a Bhattacharyya distance-based method is developed to further quantify the informativeness of each expert's MSII to the system reliability estimate. A numerical example along with an engineering case is used to validate the effectiveness of the proposed approach.",Bhattacharyya distance | conflict measure | Dempster-Shafer theory | multisource imprecise information (MSII) | multistate system (MSS),7,0,repositoryam,Green,NSFC,71771039,National Natural Science Foundation of China
