eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
2-s2.0-85110312423,,,,Performance analysis of redundant safety-instrumented systems considering the imprecision of information in proof tests,cp,Conference Paper,Zhang A.,60106017;60013141;60011739,Université Paris-Saclay;Norges Teknisk-Naturvitenskapelige Universitet;Politechnika Lubelska,Gif-sur-Yvette;Trondheim;Lublin,France;Norway;Poland,5,"Zhang, Aibo;Srivastav, Himanshu;Barros, Anne;Mazurkiewicz, Dariusz;Liu, Yiliu",57204952478;57204949765;7102745133;20434169200;57225003303,60013141;60013141;60013141-60106017;60011739;60013141,2020-01-01,2020,"30th European Safety and Reliability Conference, ESREL 2020 and 15th Probabilistic Safety Assessment and Management Conference, PSAM 2020",,21101052804,,Conference Proceeding,,,,3561-3568,"Safety-instrumented systems (SISs) are widely used to prevent hazardous events. The mechanical units of SISs can become vulnerable with time due to specific deterioration processes, which lead to a degrading system performance. Such phenomenon thus challenges the assumption of constant failure rate or exponentially distributed lifetime that the existing reliability analysis depends on. Meanwhile, redundant architecture is widely used to improve system availability and guarantee system performance meeting specific requirement, and periodic proof tests are executed to check system status. Given the unavoidable deterioration processes, an intermediate state of one unit can be observed to facilitate system performance analysis. Such a unit has three states according to the actual performance in proof tests, including working, degraded and failed states. This study aims to assess the performance of a 1-out-of-2 redundant system subject to degrading units. Different maintenance strategies are adopted to estimate system performance and cumulative maintenance cost, the two criteria in system lifecycle assessment after installation. A numerical example is conducted to illustrate the mentioned redundant system performance and maintenance strategies.",Multiphase markov process | PFDavg | Redundant structure | Safety-instrumented system | Three-state unit,0,0,,,CSC,201706440015,China Scholarship Council
2-s2.0-85110258317,,,,Preventive maintenance of a compressor station: A modeling framework for the assessment of performance,cp,Conference Paper,Arismendi R.,60106066;60023736;60013141,Laboratoire Génie Industriel;Université de Technologie de Troyes;Norges Teknisk-Naturvitenskapelige Universitet,Chatenay-Malabry;Troyes;Trondheim,France;France;Norway,3,"Arismendi, Renny;Barros, Anne;Grall, Antoine",57218438921;7102745133;6701840942,60013141;60106066;60023736,2020-01-01,2020,"30th European Safety and Reliability Conference, ESREL 2020 and 15th Probabilistic Safety Assessment and Management Conference, PSAM 2020",,21101052804,,Conference Proceeding,,,,2931-2937,"Compressor stations are an essential part of natural gas networks, enabling the transportation of natural gas from producing wells to the final users. An efficient scheduling of maintenance tasks is key for ensuring high availability of the system and avoiding production losses and high costs from over expending. The demand of natural gas is highly dependent on weather and seasonal conditions, being higher during winter and lower during summer. Thus, the operation of the compressor stations alternates between periods of full capacity and periods of reduced capacity. The optimal planning of maintenance tasks needs to take into account such constraints from the production plans. Currently, preventive maintenance tasks are usually carried out periodically, following a calendar-based strategy. This maintenance strategy can be improved by moving to predictive maintenance in which the decisions are based on prognostics that consider both the deterioration of the system and the production profile. This work explores on the application of Piecewise-deterministic Markov Process (PDMP) as a framework for the optimization problem. The system level model captures the deterioration process of the units, the condition monitoring techniques, maintenance strategies and production profile in order to assess the performance of a maintenance strategy.",Compressor | Maintenance modeling | Natural gas | Numerical approach | Piecewise-deterministic Markov process | Preventive maintenance,0,0,,,,undefined,
2-s2.0-85107316169,10.3850/978-981-14-8593-0_5033-cd,,,Preventive maintenance of a compressor station: A modeling framework for the assessment of performance,cp,Conference Paper,Arismendi R.,60106066;60023736;60013141,Laboratoire Génie Industriel;Université de Technologie de Troyes;Norges Teknisk-Naturvitenskapelige Universitet,Chatenay-Malabry;Troyes;Trondheim,France;France;Norway,3,"Arismendi, Renny;Barros, Anne;Grall, Antoine",57218438921;7102745133;6701840942,60013141;60106066;60023736,2020-01-01,2020,Proceedings of the 30th European Safety and Reliability Conference and the 15th Probabilistic Safety Assessment and Management Conference,,21101047660,,Conference Proceeding,,,,2931-2937,"Compressor stations are an essential part of natural gas networks, enabling the transportation of natural gas from producing wells to the final users. An efficient scheduling of maintenance tasks is key for ensuring high availability of the system and avoiding production losses and high costs from over expending. The demand of natural gas is highly dependent on weather and seasonal conditions, being higher during winter and lower during summer. Thus, the operation of the compressor stations alternates between periods of full capacity and periods of reduced capacity. The optimal planning of maintenance tasks needs to take into account such constraints from the production plans. Currently, preventive maintenance tasks are usually carried out periodically, following a calendar-based strategy. This maintenance strategy can be improved by moving to predictive maintenance in which the decisions are based on prognostics that consider both the deterioration of the system and the production profile. This work explores on the application of Piecewise-deterministic Markov Process (PDMP) as a framework for the optimization problem. The system level model captures the deterioration process of the units, the condition monitoring techniques, maintenance strategies and production profile in order to assess the performance of a maintenance strategy.",Compressor | Maintenance modeling | Natural gas | Numerical approach | Piecewise-deterministic Markov process | Preventive maintenance,0,0,,,,undefined,
2-s2.0-85107313576,10.3850/978-981-14-8593-0_4483-cd,,,Performance analysis of redundant safety-instrumented systems considering the imprecision of information in proof tests,cp,Conference Paper,Zhang A.,60106017;60013141;60011739,Université Paris-Saclay;Norges Teknisk-Naturvitenskapelige Universitet;Politechnika Lubelska,Gif-sur-Yvette;Trondheim;Lublin,France;Norway;Poland,5,"Zhang, Aibo;Srivastav, Himanshu;Barros, Anne;Mazurkiewicz, Dariusz;Liu, Yiliu",57204952478;57204949765;7102745133;20434169200;57225003303,60013141;60013141;60013141-60106017;60011739;60013141,2020-01-01,2020,Proceedings of the 30th European Safety and Reliability Conference and the 15th Probabilistic Safety Assessment and Management Conference,,21101047660,,Conference Proceeding,,,,3561-3568,"Safety-instrumented systems (SISs) are widely used to prevent hazardous events. The mechanical units of SISs can become vulnerable with time due to specific deterioration processes, which lead to a degrading system performance. Such phenomenon thus challenges the assumption of constant failure rate or exponentially distributed lifetime that the existing reliability analysis depends on. Meanwhile, redundant architecture is widely used to improve system availability and guarantee system performance meeting specific requirement, and periodic proof tests are executed to check system status. Given the unavoidable deterioration processes, an intermediate state of one unit can be observed to facilitate system performance analysis. Such a unit has three states according to the actual performance in proof tests, including working, degraded and failed states. This study aims to assess the performance of a 1-out-of-2 redundant system subject to degrading units. Different maintenance strategies are adopted to estimate system performance and cumulative maintenance cost, the two criteria in system lifecycle assessment after installation. A numerical example is conducted to illustrate the mentioned redundant system performance and maintenance strategies.",Multiphase Markov process | PFDavg | Redundant structure | Safety-instrumented system | Three-state unit,0,0,,,CSC,201706440015,China Scholarship Council
2-s2.0-85089199442,10.3850/978-981-11-2724-3_0081-cd,,,Prognostics and maintenance optimization in bridge management,cp,Conference Paper,Arismendi R.,60023736;60013141,Université de Technologie de Troyes;Norges Teknisk-Naturvitenskapelige Universitet,Troyes;Trondheim,France;Norway,4,"Arismendi, Renny;Barros, Anne;Vatn, Jørn;Grall, Antoine",57218438921;7102745133;6603216752;6701840942,60013141;60013141;60013141;60023736,2020-01-01,2020,"Proceedings of the 29th European Safety and Reliability Conference, ESREL 2019",,21101019325,,Conference Proceeding,,,,653-660,"This paper has been written in collaboration with the Norwegian Public Roads Administration (NPRA). In Norway, bridges are a vital part of the transportation infrastructure. With more than 18,000 road bridges across the country, an efficient bridge management system is of critical importance to avoid high costs from over expending, to ensure safety of the public and availability of the transportation system. In the bridge management system applied by NPRA, the inspections are mainly carried out periodically based on pre-defined rules and the decision about when to perform the maintenance is based on the findings of these inspections. The objective of this paper is to propose a modelling framework that makes it possible to challenge these pre-defined rules by doing degradation prognostic and maintenance optimization. We propose to use a Piecewise Deterministic Markov Process to encompass different modelling assumptions as non-negligible maintenance delays and time dependent inspections. State probabilities and performance indicators are assessed through Monte Carlo simulations and a numerical scheme. The experimental values provided at the end show that optimal maintenance and optimization strategies should be investigated and further developed.",Bridge management | Monte Carlo simulation | Numerical assessment | Piecewise deterministic Markov process | Prognostics | Road bridges | Stochastic modelling,1,0,,,,undefined,
2-s2.0-85089192637,10.3850/978-981-11-2724-3_0515-cd,,,Time-dependent unavailability assessment of final element of safety instrumented systems- an application of multiphase markov process,cp,Conference Paper,Md Ariful I.A.,60013141,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,5,"Md Ariful, Islam Abu;Himanshu, Srivastav;Jørn, Vatn;Anne, Barros;Ann, Lundteigen Mary",57218439961;57204949765;6603216752;7102745133;16480678700,60013141;60013141;60013141;60013141;60013141,2020-01-01,2020,"Proceedings of the 29th European Safety and Reliability Conference, ESREL 2019",,21101019325,,Conference Proceeding,,,,2583-2590,"Safety Instrumented Systems (SISs) are commonly used as a preventive barrier to avoid unwanted accidents caused by hazardous events. Simplest structure of a SIS consists of a sensor to detect anomaly of a given process parameter, a logic solver to decide appropriate actions given the nature of detected anomaly and a final element to execute necessary actions to prevent an imminent failure. As a critical safety barrier, unavailability assessment of SIS receives a great deal of attention and its safety requirement is regulated mainly by IEC 61508 standard. It demands a systematic and quantitative evaluations of SIS unavailability by some suggested methods such as Fault Tree Analysis (FTA), Reliability Block Diagrams (RBD), Markov Chains, Petri Nets, etc. which must then be compliant with the SIL (Safety Integrity Level) required for that particular application. In general, quantification of SIS unavailability adopts a convenient assumption that failure rates of the SIS elements are constant over the operational lifetime. Although such an assumption is usually justified for sensor and logic solver subsystems of a SIS, it may not be equally valid for final elements. These final elements are often located and operated in harsh environment-making them subject to degradation. Furthermore partial tests and proof tests for maintenance purpose are believed to have some negative impact on the condition of the final element. Several challenges exist when considering time-dependent failure in unavailability quantification, for instance, difficulties in detecting failures due to passive nature of low demand SISs, lack of relevant data for parameter estimation when modeling with stochastic processes, imperfectness of tests, non-periodicity in testing practice, etc. In this paper, a multiphase Markov model is proposed to model a SIS final element subject to both partial and full proof test by considering the negative impact due to tests, non-detection and non-negligible repair time. The analytical model is validated by Monte Carlo simulation and the impact of negative tests and non-detection is discussed in the light of sensitivity analysis. Finally, number of partial tests over a given mission time is optimized to show the trade off between PFDavg and number of tests.",Low demand mode | Multiphase Markov | Negative test impact | PFD | Safety Instrumented System,0,0,,,,undefined,
2-s2.0-85089191957,10.3850/978-981-11-2724-3_0253-cd,,,Combined maintenance scheduling and production optimization,cp,Conference Paper,Verheyleweghen A.,60013141,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,4,"Verheyleweghen, Adriaen;Srivastav, Himanshu;Barros, Anne;Jäschke, Johannes",57191494890;57204949765;7102745133;35196018900,60013141;60013141;60013141;60013141,2020-01-01,2020,"Proceedings of the 29th European Safety and Reliability Conference, ESREL 2019",,21101019325,,Conference Proceeding,,,,499-506,"Optimal operation of complex production and processing plants is important, but challenging to achieve in practice. The reason for this is that decisions in different disciplines, such as design, operations and maintenance, are made independently of each other. This can lead to a large degree of conservativeness. In this paper, we present a unified approach for maintenance- and production planning, which reduces the conservativeness and leads to more economical operation. We model the system using differential equations and then formulate the problem of optimal operation as a numerical optimization problem. The problem is a mathematical program with equilibrium constraints (MPEC), which we solve using off-the-shelf optimization software. Some model approximations were made to make the system numerically tractable. We demonstrate the method on a subsea-inspired case example.",Maintenance scheduling | Production optimization | Reliability modeling,2,0,,,,undefined,
2-s2.0-85089177802,10.3850/978-981-11-2724-3_0490-cd,,,A degrading element of safety-instrumented systems with combined maintenance strategy,cp,Conference Paper,Zhang A.,60013141,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,4,"Zhang, Aibo;Liu, Yiliu;Barros, Anne;Kassa, Elias",57204952478;57225003303;7102745133;24070791200,60013141;60013141;60013141;60013141,2020-01-01,2020,"Proceedings of the 29th European Safety and Reliability Conference, ESREL 2019",,21101019325,,Conference Proceeding,,,,1078-1085,"Safety-instrumented systems (SISs) are widely used to prevent hazardous events. The mechanical actuator subsystem in a SIS can become more vulnerable with time due to progressive degradation mechanisms, such as erosion, corrosion and wear-out etc. Such kind of phenomenon challenges the assumption of constant failure rates or exponentially distributed lifetime that the existing reliability analysis depends on. This study aims to assess the performance of the actuator of a SIS subject to a continuous degradation, which will be modeled by homogeneous gamma process. Periodic tests with the interval τ are executed to check the subsystem state. A combining maintenance strategy including corrective maintenances (CMs) and imperfect preventive maintenances (PMs) will be adapted according to the state, which can be evaluated by actual degradation level. Given that maintenances are triggered only at inspection dates, the actuator can experience downtime in cases of failures. The expected downtime in each test interval will be used to estimate the average unavailability of the SIS. A numerical example is shown that the average unavailability of such a SIS sub-system is changing with time rather than keeping as a constant value.",Degrading actuating element | Gamma process | Imperfect preventive maintenance | Monte Carlo simulation | PFDavg | Safety-instrumented system,0,0,,,,undefined,
2-s2.0-85071968019,10.1016/j.jlp.2019.103946,S0950423019305741,,Performance analysis of redundant safety-instrumented systems subject to degradation and external demands,ar,Article,Zhang A.,60013141,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,3,"Zhang, Aibo;Barros, Anne;Liu, Yiliu",57204952478;7102745133;57225003303,60013141;60013141;60013141,2019-11-01,November 2019,Journal of Loss Prevention in the Process Industries,09504230,13559,,Journal,62,,103946,,"Safety-instrumented systems (SISs) play a vital role in preventing hazardous events in the offshore facilities. Many of existing performance analysis of SISs are based on the constant failure rate assumption, which is however doubtful when it is applied to actuator sub-systems or mechanical final elements of a SIS. These mechanical SIS components can become vulnerable with time and with upcoming demands given the past exposures to shocks/demands. In this paper, we analyze SIS reliability and unavailability by considering that a failure occurs when total degradation of a SIS component, including continuous degradation and increments caused by random demands, exceeds to a predefined critical threshold. The dependency of two components in a redundant structure of mechanical actuators caused by random demands is also taken into account in the analysis. Approximation formulas for reliability and unavailability of the redundant SIS sub-system under a degradation process are developed. Finally, a numerical example is conducted to illustrate effects of degradation parameters on SIS performance.",Degradation | Probability failure on demand | Redundant structure | Safety-instrumented system,12,1,publisherhybridgold,Hybrid Gold,,undefined,
2-s2.0-85051047931,10.1016/j.ejor.2018.07.022,S0377221718306271,,Reliability-based measures and prognostic analysis of a K-out-of-N system in a random environment,ar,Article,Zhang N.,60023736;60013141,Université de Technologie de Troyes;Norges Teknisk-Naturvitenskapelige Universitet,Troyes;Trondheim,France;Norway,3,"Zhang, Nan;Fouladirad, Mitra;Barros, Anne",57191667533;24278533800;7102745133,60023736;60023736;60013141,2019-02-01,1 February 2019,European Journal of Operational Research,03772217,22489,,Journal,272,3,,1120-1131,"In this paper, we study reliability based measures and prognostic problems of a K-out-of-N system in which the failure process of each component depends not only on its intrinsic characteristic but also on its operating environment conditions. The system reliability and the expected remaining useful lifetime are calculated. Under the periodic inspection policy, the system asymptotic availability is derived. We aim at providing explicit expressions for these quantities. The model allows us to incorporate the observation information of the environment in the evaluation of the system performances. Numerical examples show the efficiency and accuracy of our method by comparing with the Monte-Carlo simulations. It is pointed out that the environment condition has significant effect on the system reliability based measures and the system prognostic analysis.",Availability | Continuous-time Markov chain | K-out-of-N systems | Reliability | Remaining useful lifetime (RUL),33,0,,,,undefined,
2-s2.0-85047011496,10.1109/TR.2018.2827926,,,A Study on the Impacts of Maintenance Duration on Dynamic Grouping Modeling and Optimization of Multicomponent Systems,ar,Article,Vu H.C.,60104289;60013141,Université de Lorraine;Norges Teknisk-Naturvitenskapelige Universitet,Nancy;Trondheim,France;Norway,3,"Vu, Hai Canh;Do, Phuc;Barros, Anne",55375629700;24066552000;7102745133,60104289;60104289;60013141,2018-09-01,September 2018,IEEE Transactions on Reliability,00189529,17387,,Journal,67,3,8360547,1377-1392,"In the framework of maintenance optimization of multicomponent systems, dynamic grouping maintenance based on rolling horizon has developed and became an interesting approach. However, most existing dynamic grouping models assume that the maintenance duration is negligible. This assumption may be not always relevant and limits the application of these models in many real situations. The first objective of this paper is to develop a dynamic grouping model in the presence of both corrective and preventive maintenance duration for complex structure systems. A new practical maintenance cost model is proposed allowing to take into consideration of maintenance duration and system structure as well as economic dependence between components. Taking into maintenance duration and system structure leads, however, to a complex grouping model, which is efficiently solved by the proposed analytical methods. The second objective is to investigate the impacts of maintenance duration on grouping modeling and grouping optimization. Both theoretical and experimental studies give a complete vision about maintenance duration impacts and some recommendations in real applications. The uses and advantages of the proposed grouping maintenance approach are illustrated through a numerical example of a six-component system.",Dynamic grouping | maintenance duration | maintenance modeling | maintenance optimization | multicomponent system,18,0,repositoryam,Green,,undefined,
2-s2.0-85046736730,10.1016/j.ress.2018.04.019,S095183201730409X,,Optimal imperfect maintenance cost analysis of a two-component system with failure interactions,ar,Article,Zhang N.,60023736;60013141,Université de Technologie de Troyes;Norges Teknisk-Naturvitenskapelige Universitet,Troyes;Trondheim,France;Norway,3,"Zhang, Nan;Fouladirad, Mitra;Barros, Anne",57191667533;24278533800;7102745133,60023736;60023736;60013141,2018-09-01,September 2018,Reliability Engineering and System Safety,09518320,13853,,Journal,177,,,24-34,"This paper considers a two-component system with failure interactions. Component 1 is repairable and component 2 is non repairable and is subject to an increasing degradation. One considers two different shock models. In model 1, component 1 failure causes random gradual damages to component 2 and increases its degradation level. In model 2, component 1 failure may cause the failure of component 2 with a given probability while the failure of component 2 is catastrophic and induces the failure of the whole system. For each model, three maintenance policies are proposed. In each policy, component 1 undergoes imperfect corrective maintenance actions and component 2 is perfectly repaired. An explicit expression of the long run average maintenance cost is developed and the existence of the optimal policy is discussed. Numerical examples are given to illustrate the effectiveness of the proposed models.",Failure interaction | Imperfect repair | Long-run average cost optimization | Two-component systems | Virtual age method,34,0,,,,undefined,
2-s2.0-85044355264,10.1016/j.apm.2018.01.013,S0307904X18300258,,Evaluation of the warranty cost of a product with type III stochastic dependence between components,ar,Article,Zhang N.,60023736;60013141,Université de Technologie de Troyes;Norges Teknisk-Naturvitenskapelige Universitet,Troyes;Trondheim,France;Norway,3,"Zhang, Nan;Fouladirad, Mitra;Barros, Anne",57191667533;24278533800;7102745133,60023736;60023736;60013141,2018-07-01,July 2018,Applied Mathematical Modelling,0307904X,28065,,Journal,59,,,39-53,"This paper analyses respectively the expected warranty costs from the perspectives of the manufacturer and the consumer. For a two-component series system with stochastic dependence between components, both the non-renewing free replacement policy and the renewing replacement policy are examined. It is assumed that whenever component 1 fails, a random damage to component 2 is occurred while a component 2 failure causes the system failure. Component 2 fails when its total accumulative damage exceeds a pre-determined level L. By considering the consumer's behavior and the product service time, the warranty costs allocations between the manufacturer and the consumer are presented. Numerical examples are given to demonstrate the applicability of the methodology. It is proved that, independent of the type of the warranty policy, the failure interaction between components impacts the manufacturer profits and the consumer costs. The initial warranty length has also an impact on the product quality preferences to both the consumer and the manufacturer.",Failure interaction | Free replacement warranty | Imperfect repair | Two-component systems | Virtual age,22,1,repositoryam,Green,,undefined,
2-s2.0-85042224299,10.1177/1748006X17742775,,,Warranty analysis of a two-component system with type I stochastic dependence,ar,Article,Zhang N.,60023736;60013141,Université de Technologie de Troyes;Norges Teknisk-Naturvitenskapelige Universitet,Troyes;Trondheim,France;Norway,3,"Zhang, Nan;Fouladirad, Mitra;Barros, Anne",57191667533;24278533800;7102745133,60023736;60023736;60013141,2018-06-01,1 June 2018,"Proceedings of the Institution of Mechanical Engineers, Part O: Journal of Risk and Reliability",1748006X,19300157022,17480078,Journal,232,3,,274-283,"This article develops the warranty cost analysis of a two-component in-series system with stochastic dependence. From the perspectives of both the manufacturer and the consumer, the short-run total profits and costs under the non-renewing free replacement (non-renewing free replacement warranty) policy and the renewing free replacement warranty policy are derived, respectively. Numerical examples are given showing the impact of the failure dependence to both the consumer and the manufacturer.",free replacement | stochastic dependence | the finite time horizon | Two-component systems,10,0,repositoryam,Green,,undefined,
2-s2.0-85058136196,,,,Optimization of periodic inspection time of sis subject to a regular proof testing,cp,Conference Paper,Srivastav H.,60072185;60013141,DNV GL AS;Norges Teknisk-Naturvitenskapelige Universitet,Oslo;Trondheim,Norway;Norway,7,"Srivastav, H.;Guilherme, A. V.;Barros, A.;Lundteigen, M. A.;Pedersen, F. B.;Hafver, A.;Oliveira, F. L.",57204949765;57204949744;7102745133;16480678700;57132236000;57193341897;57204956172,60013141;60013141;60013141;60013141;60072185;60072185;60072185,2018-01-01,2018,"Safety and Reliability - Safe Societies in a Changing World - Proceedings of the 28th International European Safety and Reliability Conference, ESREL 2018",,21100890101,,Conference Proceeding,,,,1125-1132,"Periodic testing is a method to ascertain the availability of Safety Instrumented Systems (SIS). These systems are generally passive and are activated only on demand. Testing is then required to diagnose their current state and to take the corresponding maintenance action. However, the testing procedure can provoke damage on some units of the SIS (especially the mechanical parts) and the system as a whole becomes more prone to failures. This situation is currently not well covered by standards under the so-called umbrella of imperfect testing. The decision maker must in practice come across to an optimization problem where the objective is to determine the optimal compromise between an accurate diagnostic of the current system state (high tests frequency) and the possible failures or degradation provoked by the testing procedure itself. The commonly used criteria to assess the performance of SIS are all related to the mean downtime of the SIS between two tests. The IEC 61508 provides subsequent analysis for multi-unit SIS when all the units are supposed to follow exponential lifetime distributions. It cannot be applied in this case as some parts of the system have a time varying failure rate which can increase after every test. We propose the use a of Markov process to model the degradation of the mechanical parts upon test and possible preventive maintenance after testing. Since the degradation due to tests is experienced at deterministic dates, we use the modelling framework of multiphase Markov processes to calculate the mean downtime. The paper is focused on explaining the optimization problem between the frequency of testing versus PFDavg and find out the optimum frequency through simulations.",,7,0,,,,undefined,Norges Forskningsråd
2-s2.0-85058128612,,,,A modelling methodology for the assessment of preventive maintenance on a compressor drive system,cp,Conference Paper,Zhang Y.,60083053;60013141,Equinor ASA;Norges Teknisk-Naturvitenskapelige Universitet,Stavanger;Trondheim,Norway;Norway,4,"Zhang, Y.;Barros, A.;Rauzy, A.;Lunde, E.",57203831421;7102745133;7004030025;57015098100,60013141;60013141;60013141;60083053,2018-01-01,2018,"Safety and Reliability - Safe Societies in a Changing World - Proceedings of the 28th International European Safety and Reliability Conference, ESREL 2018",,21100890101,,Conference Proceeding,,,,555-564,"Huge rotary machines are commonly used in oil and gas processing plants for separation, compression and boosting. Their reliability is of high importance to avoid operation downtime and production loss. In this paper, we present a modelling methodology, based on the AltaRica 3.0 modeling language and stochastic simulation, to assess the average production level of a compressor drive system. This system consists of six trains, where each of them contributes to one sixth of the total production capacity. It runs under two operation modes (full and reduced capacity) corresponding to seasonal demand periods (winter and summer). The problem at stake is to design a model at system level that captures the various degradation processes, monitoring policies, and maintenance rules involved in the system under study. The aging of units is represented by means of multiple degradation levels. Given units information provided by monitoring and inspection, preventive and corrective maintenance interventions are decided locally to each unit. Performance indicators such as the cumulative production and production loss over a certain mission time can then be assessed. This paper contributes to the development of engineering models for maintenance assessment based on framework and patterns designed to architecting some typical oil and gas systems.",,4,0,,,NTNU,undefined,Norges Teknisk-Naturvitenskapelige Universitet
2-s2.0-85058079217,10.1201/9781351174664-130,,,Prognostic and health management for safety barriers in infrastructures: Opportunities and challenges,cp,Conference Paper,Zhang A.,60138441;60013141,Tianjin Chengjian University;Norges Teknisk-Naturvitenskapelige Universitet,Tianjin;Trondheim,China;Norway,4,"Zhang, A.;Liu, Y.;Barros, A.;Wang, Y.",57204952478;57225003303;7102745133;57200057283,60013141;60013141;60013141;60013141-60138441,2018-01-01,2018,"Safety and Reliability - Safe Societies in a Changing World - Proceedings of the 28th International European Safety and Reliability Conference, ESREL 2018",,21100890101,,Conference Proceeding,,,,1035-1042,"Different types of safety barriers are deployed in many infrastructures to reduce the occurrences of hazards, and protect people, environment and other assets in case the unexpected events have occurred and the capacity of these barriers against hazards can be weakened by degradations or the failures related to changes over time. It is natural to adapt the approaches of Prognostic and Health Management (PHM) to monitor the conditions and measurable parameters of safety barriers, and predict their future performance by assessing the extent of degradations. This study aims to identify the uniqueness and possible challenges when implementing PHM on safety barriers. Definitions and classifications of safety barriers will be discussed with considering their installation environment in infrastructures, in order to reveal what kind of characteristics of barriers can lead to higher demand on prognosis and heath monitoring. Another objective of this paper is to review the qualitative and quantitative measures for the capacity and performance of safety barriers, and to explore the possible methods and research gaps in the assessments for different PHM strategies, taking account their effects on safety barriers, and effects on the infrastructures being protected by the barriers.",,2,1,publisherhybridgold,Hybrid Gold,,undefined,
2-s2.0-85058072631,,,,Preface,ed,Editorial,Haugen S.,60032343;60013141,University of Huddersfield;Norges Teknisk-Naturvitenskapelige Universitet,Huddersfield;Trondheim,United Kingdom;Norway,5,"Haugen, Stein;Barros, Anne;van Gulijk, Coen;Kongsvik, Trond;Vinnem, Jan Erik",57189520061;7102745133;6603442388;25646256800;55665603100,60013141;60013141;60032343;60013141;60013141,2018-01-01,2018,"Safety and Reliability - Safe Societies in a Changing World - Proceedings of the 28th International European Safety and Reliability Conference, ESREL 2018",,21100890101,,Conference Proceeding,,,,xxvii,,,0,0,,,,undefined,
2-s2.0-85054726186,,,,The impact of maintenance duration on the downtime of an offshore wind farm - Alternating renewal process,ar,Article,Seyr H.,60013141,Norges Teknisk-Naturvitenskapelige Universitet,Trondheim,Norway,3,"Seyr, Helene;Barros, Anne;Muskulus, Michael",57191953648;7102745133;15045162200,60013141;60013141;60013141,2018-01-01,2018,International Journal of COMADEM,13637681,12754,,Journal,21,3,,27-30,"Maintenance costs in offshore wind farms are one of the main reasons why it is still not competitive with its onshore counterpart. To lower the price of energy, the authors want to improve the modeling of offshore wind farms in order to help improving the applied maintenance strategies. In this paper, we investigate the repair of wind turbine components as an alternating renewal process. The time it takes to repair (renew) a component in a turbine, directly influences the downtime of this turbine, or even larger parts of the wind farm. This downtime leads to production losses, which in turn raise the cost of energy. Previous investigations by two of the present authors showed that a variation in repair times has a significant influence of the production losses. In this paper, an alternate renewal process is investigated as tool to calculate the influence of the repair time duration on the production losses. We show that if we assume an exponential distribution of repair times, the distribution of the downtimes can be calculated analytically. The results are demonstrated with a case study, based on available failure rates and repair times. For other distributions, the calculation has to be done numerically, after fitting the parameters of the distribution to the available data. Further work with other distributions and actual repair time distributions is planned.",Alternating renewal process | Failure modelling | Maintenance optimisation | Offshore wind energy | Stochastic modelling,0,0,,,H2020,642108,Horizon 2020 Framework Programme
2-s2.0-85029914348,10.1016/j.ress.2017.08.022,S0951832016305853,,Performance analysis for subsea blind shear ram preventers subject to testing strategies,ar,Article,Wu S.,60016087;60013141,China University of Petroleum-Beijing;Norges Teknisk-Naturvitenskapelige Universitet,Beijing;Trondheim,China;Norway,5,"Wu, Shengnan;Zhang, Laibin;Barros, Anne;Zheng, Wenpei;Liu, Yiliu",57190000532;8895839400;7102745133;56605698200;57225003303,60016087-60013141;60016087;60013141;60016087;60013141,2018-01-01,January 2018,Reliability Engineering and System Safety,09518320,13853,,Journal,169,,,281-298,"In a subsea blowout preventer system, a subsea blind shear ram preventer (BSRP) plays as a crucial safety barrier by cutting off the drill pipe and sealing the wellhead to prevent serious accidents. Testing and repairs of BSRPs are the main issues in operation and maintenance activities. It is important to assess BSRPs unavailability during proof and partial testing phases in order to ensure their safety functions. This paper presents a newly state-based approach for unavailability analysis by incorporating testing activities of BSRPs into multiphase Markov process. In the approach, states waiting for repair are taken into consideration. Analytical formulas for evaluation of time-dependent unavailability and average unavailability for BSRPs are developed. In addition, the non-periodic characteristics and effects of degradation are also taken into account in proof testing. The effects of testing errors and postponed repairs on the tendency of unavailability in partial testing phases are checked in the proposed models. Performance analyses for BSRPs configurations, scenarios and cases considered in the paper are carried out to demonstrate the application of the proposed models. Monte Carlo models for both proof and partial testing are developed and simulated. Different comparisons are performed for validation of the set of the derived formulations.",Monte Carlo models | Multiphase Markov process | Subsea blind shear ram preventer | Testing strategies | Unavailability analysis,40,0,,,CSC,201506440028,China Scholarship Council
